Wells (G - ground energy, D - dissociation limit, kcal/mol):
      Name        G        D
        W1    -90.3     -4.4

Bimolecular Products (G - ground energy, kcal/mol):
      Name        G
         R      0.0
        P1      0.6
        P2    -13.1
        P3    -17.7
        P4    -69.8
        P5      4.3
        P6     13.5
        P7     48.0

Well-to-Bimolecular Barriers (H/G - barrier height/well depth, kcal/mol)
      Name        H     Well        G  Product
        B1      0.0       W1    -90.3        R
        B2      0.6       W1    -90.3       P1
        B3     -1.5       W1    -90.3       P2
        B4     -4.4       W1    -90.3       P3
        B5     -0.2       W1    -90.3       P4
        B6      4.3       W1    -90.3       P5
        B7     13.5       W1    -90.3       P6
        B8     48.0       W1    -90.3       P7

________________________________________________________________________________________

Unimolecular Rate Units: 1/sec;  Bimolecular Rate Units: cm^3/sec

______________________________________________________________________________________

Species-Species Rate Tables:

Temperature = 300 K

High Pressure Rate Coefficients:

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
P2        3.04416e-20  4.90327e-23  1.85693e-23  3.05161e-20  6.67146e-24   1.6874e-25  5.52639e-26  1.86258e-32  7.94838e-57
P3        1.88492e-21  1.35361e-25  5.68144e-26  2.84871e-27  1.88512e-21  1.12263e-27  1.02468e-28  1.98977e-35  5.00695e-60
P4        2.00511e-59  9.24842e-65  3.70069e-65   1.6298e-66  2.53938e-65  2.00512e-59  8.64756e-68  2.43777e-74  1.00954e-98
P5        2.18372e-10  5.71676e-11  9.54458e-12  3.09865e-13  1.34552e-12  5.02005e-14   2.8679e-10  8.38769e-19  8.08617e-43
P6         2.5597e-12  1.52615e-10  1.18396e-11  8.43968e-13  2.11148e-12  1.14364e-13  6.77834e-12  1.76863e-10  2.95219e-37
P7        8.21307e-21  1.08442e-09  1.08321e-10  2.02523e-11  2.98773e-11  2.66318e-12  3.67458e-10  1.66007e-11  1.62959e-09

Temperature = 310 K

High Pressure Rate Coefficients:

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
W1                ***  3.08839e-49  1.55573e-49  2.76183e-50  3.36928e-48  3.37408e-43  6.78992e-53   8.4246e-60  8.87588e-84
R         9.31239e-11          ***          ***          ***          ***          ***          ***          ***          ***
P1        1.36955e-10          ***          ***          ***          ***          ***          ***          ***          ***
P2        5.25715e-20          ***          ***          ***          ***          ***          ***          ***          ***
P3        3.52181e-21          ***          ***          ***          ***          ***          ***          ***          ***
P4        1.33984e-52          ***          ***          ***          ***          ***          ***          ***          ***
P5        2.87399e-10          ***          ***          ***          ***          ***          ***          ***          ***
P6        1.77514e-10          ***          ***          ***          ***          ***          ***          ***          ***
P7        1.63844e-09          ***          ***          ***          ***          ***          ***          ***          ***

Temperature = 310 K    Pressure = 0.1 atm

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
W1        5.06415e-48  1.84581e-49  1.03203e-49  2.61199e-50  3.35534e-48   1.3949e-48  2.52409e-54  1.58279e-67  3.96207e-95
R         5.56566e-11  6.78759e-11  9.97657e-12  2.60827e-13  1.91099e-12  5.44793e-14  1.64628e-14  2.22131e-21  1.77992e-45
P1         9.0852e-11  2.91269e-11  1.23247e-10  3.59536e-13  2.82221e-12  7.80767e-14  7.83836e-15  4.89791e-22  5.19637e-46
P2        4.97194e-20  1.64656e-21  7.77418e-22   5.2538e-20  3.84755e-22  9.26942e-24  5.49267e-25   7.8859e-32  2.10288e-55
P3        3.50724e-21  6.62458e-24  3.35101e-24   2.1128e-25  3.51752e-21  8.84563e-26  1.28158e-27  1.05603e-34  1.70262e-58
P4        5.53913e-58  7.17466e-62  3.52191e-62  1.93373e-63  3.36045e-62  5.54055e-58  1.83933e-65  2.21769e-72  5.76897e-96
P5        1.06838e-11  2.31098e-10  3.76881e-11  1.22138e-12  5.18965e-12  1.96057e-13  2.86077e-10  1.49551e-18  8.48387e-42
P6        3.33509e-18  1.55226e-10  1.17234e-11  8.72933e-13  2.12878e-12  1.17675e-13  7.44479e-12  1.77514e-10  1.91291e-36
P7        7.31378e-21  1.08966e-09  1.08963e-10  2.03929e-11  3.00683e-11  2.68175e-12  3.69992e-10  1.67583e-11  1.63851e-09

Temperature = 310 K    Pressure = 0.3 atm

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
W1        5.15168e-48  2.38066e-49   1.2869e-49  2.68811e-50  3.36293e-48  1.39509e-48  1.09306e-53  1.10684e-65  4.03074e-95
R         7.17839e-11   7.8229e-11  5.31783e-12  1.37313e-13  9.47888e-13  2.77619e-14  1.42666e-14  2.22149e-21  1.77992e-45
P1        1.13289e-10  1.55256e-11  1.30316e-10  1.71469e-13  1.28649e-12  3.62939e-14  7.01696e-15  4.90278e-22  5.19636e-46
P2        5.11682e-20  8.66839e-22  3.70764e-22  5.25575e-20  1.47519e-22  3.65868e-24  4.85244e-25  7.88029e-32  2.10287e-55
P3        3.51518e-21  3.28592e-24  1.52754e-24  8.10069e-26   3.5201e-21  3.16779e-26  1.15886e-27  1.05632e-34  1.70262e-58
P4         5.5399e-58   3.6561e-62  1.63715e-62  7.63253e-64  1.20344e-62  5.54056e-58  1.64081e-65   2.2165e-72  5.76893e-96
P5        4.62665e-11  2.00268e-10  3.37387e-11  1.07901e-12   4.6927e-12  1.74897e-13   2.8622e-10  1.49064e-18  8.48382e-42
P6        2.33222e-16  1.55239e-10   1.1735e-11  8.72312e-13  2.12937e-12  1.17612e-13  7.42054e-12  1.77514e-10  1.91288e-36
P7        7.44054e-21  1.08966e-09  1.08962e-10  2.03928e-11  3.00682e-11  2.68174e-12   3.6999e-10   1.6758e-11  1.63851e-09

Temperature = 310 K    Pressure = 0.5 atm

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
W1        5.18173e-48  2.57535e-49  1.36944e-49  2.71111e-50  3.36497e-48  1.39515e-48  1.78437e-53  8.58607e-65  4.05427e-95
R         7.76542e-11  8.21747e-11  3.74043e-12  9.66938e-14  6.51467e-13  1.92968e-14  1.25228e-14  2.22165e-21  1.77993e-45
P1        1.20555e-10  1.09203e-11  1.32474e-10  1.15655e-13   8.5201e-13  2.42315e-14  6.18672e-15  4.90792e-22  5.19635e-46
P2        5.16062e-20  6.10414e-22  2.50079e-22  5.25624e-20  9.29546e-23  2.33156e-24  4.27832e-25  7.87456e-32  2.10286e-55
P3        3.51731e-21  2.25836e-24  1.01165e-24  5.10441e-26  3.52065e-21  1.94894e-26  1.02589e-27  1.05664e-34  1.70261e-58
P4        5.54012e-58  2.54129e-62  1.09304e-62  4.86396e-64  7.40402e-63  5.54056e-58  1.44917e-65  2.21531e-72   5.7689e-96
P5        7.55278e-11   1.7579e-10  2.97468e-11  9.51349e-13  4.15425e-12   1.5447e-13  2.86325e-10  1.48568e-18  8.48378e-42
P6        1.80916e-15  1.55249e-10  1.17473e-11  8.71678e-13  2.13002e-12  1.17549e-13  7.39587e-12  1.77514e-10  1.91285e-36
