Pressure (atm),Temperature (K),W1_Energy_1_R->P2,W1_Energy_1_R->P3,W1_Energy_1_R->P1,W1_Energy_1_P1->P2,W1_Energy_1_W2->P1,W1_Energy_1_P2->P3
1.0,2300.0,-7.915350422673041e-06,-2.918832128880105e-05,-9.755544625319216e-05,-0.00038432280247002,-0.0005464962684304996,-7.244938474786718e-05
1.0,2400.0,-3.497016071641985e-05,-4.2194417310855796e-05,-0.00014502408337484574,-0.0005416383068130154,0.0006281136718021838,-0.00014063819037905982
1.0,2500.0,-7.624963553144135e-05,-5.964642123003734e-05,-0.00022492873994527814,-0.0008278350449743634,0.0016792518864461544,-0.00024739004776790145
1.0,2600.0,-0.00013306538003756102,-8.192526551697025e-05,-0.0003419420838801361,-0.0012632237164653631,0.002345888704468981,-0.0003970427010053611
1.0,2700.0,-0.0002063049316322491,-0.00010928938870311778,-0.0004995693886446156,-0.001863284618069021,0.002379476450464149,-0.0005926905479644338
1.0,2800.0,-0.0002964805907573773,-0.0001418874425151312,-0.0007002374119291067,-0.002638993558659011,0.0015542299823339248,-0.0008363065351162333
1.0,2900.0,-0.00040378311680632,-0.000179773026678577,-0.000945414220503736,-0.0035972913305436513,-0.000326984282589563,-0.0011288865821004657
1.0,3000.0,-0.0005281351812494215,-0.000222919796917116,-0.0012357410511758722,-0.004741614527044504,-0.0034300540407118992,-0.0014705992401150385
2.0,250.0,1.590448955880676e-07,-2.001207777334699e-07,-1.636483529682719e-06,-7.97615512735407e-06,-0.3518564461008476,-3.840002210897561e-06
2.0,260.0,5.7665426754461285e-06,1.7922930264330857e-06,1.4468289224395155e-05,6.301243823475552e-05,-0.2640731104575302,1.9776976451792068e-05
2.0,270.0,-6.903486643205594e-06,-5.576204436143905e-06,-4.391689117541287e-05,-0.00019722980352583356,-0.0932144116075506,-3.895876378157567e-05
2.0,280.0,1.6967652863793004e-05,3.845057959201104e-06,4.320565339242364e-05,0.00018793066309928804,-0.005924739320014917,3.6394984102754335e-05
2.0,290.0,1.2440907493710308e-05,1.9399242223543857e-06,2.0561749413390714e-05,8.934174326003574e-05,0.012790245598291188,2.047891358022355e-05
2.0,300.0,2.9476622937798995e-07,-2.71473558383792e-06,-2.811659653413494e-05,-0.00012668205101210017,0.005961180365966494,-1.735270800907696e-05
2.0,310.0,-2.2315234804183684e-06,-3.096180500346141e-06,-3.48743230297802e-05,-0.0001586205570481837,-0.0020565659261677686,-2.048335442421727e-05
2.0,320.0,3.3870913534183454e-06,-1.3614040333253183e-07,-7.448390512639691e-06,-3.826687236851716e-05,-0.004581515905541743,3.4628114594331213e-06
2.0,330.0,9.569758151288864e-06,2.779684981748985e-06,2.1960117413225667e-05,9.291768893066495e-05,-0.0029704187772617557,2.7026089757264214e-05
2.0,340.0,1.1563052243809616e-05,3.633501268849881e-06,3.3095274856339315e-05,0.00014471951351521095,-0.00015318149229679636,3.380814599416197e-05
2.0,350.0,9.009038472585663e-06,2.379316400752955e-06,2.4151513412933942e-05,0.0001079571812050183,0.0019148461131869056,2.3391679356955694e-05
2.0,360.0,4.0804997510444334e-06,7.223678357835905e-08,4.147934354306615e-06,2.1593813588612047e-05,0.0025914982302657065,4.321595681791475e-06
2.0,370.0,-6.627772500824583e-07,-2.0962735267405245e-06,-1.5989523848653094e-05,-6.63949773965179e-05,0.0020938689076254063,-1.3703817527049486e-05
2.0,380.0,-3.508229756129085e-06,-3.344485863289505e-06,-2.868969515874887e-05,-0.0001223754500557666,0.0009739537159493402,-2.4274445331502484e-05
2.0,390.0,-3.90049378577123e-06,-3.4299782235427902e-06,-3.1186617484334324e-05,-0.0001337113086824364,-0.00023094308359453996,-2.534403875336407e-05
2.0,400.0,-2.20202118443953e-06,-2.533755299790331e-06,-2.464550287294771e-05,-0.00010512862545488398,-0.0011567390026616076,-1.831340090263887e-05
2.0,410.0,7.343173407955973e-07,-1.061703610286898e-06,-1.2440601056248341e-05,-5.1246009516941106e-05,-0.0016395623958026997,-6.4343804447369275e-06
2.0,420.0,3.957022360704831e-06,5.362392911590551e-07,1.4778367030674707e-06,1.0592776427730705e-05,-0.0016756475083543486,6.6523451488924616e-06
2.0,430.0,6.678799582447183e-06,1.8874355017469959e-06,1.3717521126832031e-05,6.534690945503302e-05,-0.0013601503391691523,1.7904653786191712e-05
2.0,440.0,8.400994500724011e-06,2.7543459458235656e-06,2.201706235097718e-05,0.00010286234757028018,-0.0008304570551567378,2.535535209166983e-05
2.0,450.0,8.930192405848711e-06,3.042719135274405e-06,2.5368070758752588e-05,0.00011847245116609075,-0.000224638318476297,2.8187671091305796e-05
2.0,460.0,8.328243131541263e-06,2.7789580868404644e-06,2.3848333660101318e-05,0.00011231454813458526,0.0003434302159161837,2.6560224124670303e-05
2.0,470.0,6.832309966350814e-06,2.0733756381570347e-06,1.831483803879444e-05,8.801176441358565e-05,0.000794981755176654,2.1315819266216284e-05
2.0,480.0,4.7711841242850306e-06,1.0813941468564527e-06,1.0066496185853227e-05,5.120390223181336e-05,0.0010874692395472214,1.3671443032110442e-05
2.0,490.0,2.4934422588534974e-06,-3.008811574932996e-08,5.443447166641633e-07,8.228828063269944e-06,0.001209687208576397,4.948084032925918e-06
2.0,500.0,3.144496979386216e-07,-1.1078365138466094e-06,-8.897869478435693e-06,-3.489642668602168e-05,0.001174295628531482,-3.632303692439392e-06
2.0,510.0,-1.5166461605702247e-06,-2.028288280235733e-06,-1.7144379500833242e-05,-7.315392342430817e-05,0.0010096172762678452,-1.1077110330349096e-05
2.0,520.0,-2.8322399224664385e-06,-2.7053951160204372e-06,-2.3395948254782474e-05,-0.00010288782927984218,0.0007522729485881831,-1.6688000504924312e-05
2.0,530.0,-3.5477895633322327e-06,-3.0920100879386727e-06,-2.7190291606315072e-05,-0.00012191124085122864,0.00044112595483687596,-2.0073983596835225e-05
2.0,540.0,-3.6537727569262855e-06,-3.1767251635291867e-06,-2.8380642269577375e-05,-0.0001294267294871276,0.00011289727622024375,-2.112777149221556e-05
2.0,550.0,-3.2019496610460738e-06,-2.977922843193521e-06,-2.708786681189342e-05,-0.00012582747872935923,-0.00020074879990701505,-1.9979504029835457e-05
2.0,560.0,-2.2890902526161115e-06,-2.5364964233443693e-06,-2.3639089977375304e-05,-0.00011243572670555519,-0.0004747796870146702,-1.6939482018098445e-05
2.0,570.0,-1.0405064707359478e-06,-1.9083307688438865e-06,-1.8502737318929304e-05,-9.122222305602881e-05,-0.0006913489621031039,-1.2438707042386126e-05
2.0,580.0,4.0503226670931633e-07,-1.157295823682065e-06,-1.2226935473847744e-05,-6.453760352067453e-05,-0.0008396056080171205,-6.97327930484176e-06
2.0,590.0,1.9080732393474296e-06,-3.4920598792092724e-07,-5.385601036716415e-06,-3.4875240951481234e-05,-0.0009149896381367247,-1.0563421924650843e-06
2.0,600.0,3.3385243828353346e-06,4.5302877023015157e-07,1.4655244007877815e-06,-4.676041742901592e-06,-0.0009182583072520001,4.820601217949246e-06
2.0,610.0,4.582908701871164e-06,1.1930124687799786e-06,7.822183386944264e-06,2.3821147775064203e-05,-0.0008544049827454283,1.0216532966244436e-05
2.0,620.0,5.5490181192008255e-06,1.8232912791809876e-06,1.3254633840138684e-05,4.8684682772678825e-05,-0.0007315057363051561,1.4760410422486279e-05
2.0,630.0,6.168302859739667e-06,2.306737942181713e-06,1.742141388986845e-05,6.83549566645747e-05,-0.0005597078107952091,1.816232944422234e-05
2.0,640.0,6.396381339187481e-06,2.6170599431594454e-06,2.0075260809394318e-05,8.167475029592136e-05,-0.00035028339560992764,2.0217709521414566e-05
2.0,650.0,6.212105041044851e-06,2.7386114973524254e-06,2.1062705847918223e-05,8.78916003161732e-05,-0.0001149065244520696,2.0805925528010807e-05
2.0,660.0,5.615557723237821e-06,2.6656880486209844e-06,2.0318858863161662e-05,8.663869703077737e-05,0.0001350445539207215,1.988478991199969e-05
2.0,670.0,4.625348300648057e-06,2.4014574206507025e-06,1.7858781136752376e-05,7.790030233918079e-05,0.00038890515816779173,1.7482130540362584e-05
2.0,680.0,3.275501119160509e-06,1.9566693260416903e-06,1.3766665685146834e-05,6.196703001838796e-05,0.000637067906566311,1.3685582050357636e-05
2.0,690.0,1.6121809897263015e-06,1.3482541935906994e-06,8.183839420720509e-06,3.938541104756982e-05,0.0008712378255494785,8.63148310702318e-06
2.0,700.0,-3.0954851975941167e-07,5.979030403843644e-07,1.2964159629178437e-06,1.0905420979396191e-05,0.0010845053838099698,2.493609206649833e-06
2.0,800.0,-2.0469379384420096e-05,-8.914971818003442e-06,-8.757464232614508e-05,-0.00037963138625400264,0.0014839592488277813,-7.238501527037046e-05
2.0,900.0,-1.7172278374935954e-05,-9.589717550454236e-06,-9.614819711594434e-05,-0.000448993539982892,-0.00018268566218096783,-7.367666538062254e-05
2.0,1000.0,5.436381939430505e-06,-9.131570988907695e-07,-1.3192749795844506e-05,-0.0001210213864414727,-0.0013463869097144487,-3.376424352275298e-07
2.0,1100.0,2.388461225642854e-05,7.556646164586962e-06,7.441653032740132e-05,0.00024357432584812326,-0.001200819492493365,6.889545098819774e-05
2.0,1200.0,2.532936842065397e-05,9.52457697923177e-06,0.00010361634780833627,0.00037014598232419426,-0.0003064346852062678,8.291621668449336e-05
2.0,1300.0,1.1428124485990318e-05,4.628864217383726e-06,6.477248435381364e-05,0.0002080035094701856,0.0005884391480134392,3.948892428765303e-05
2.0,1400.0,-8.844479675574774e-06,-4.068128145890012e-06,-1.768109731671756e-05,-0.0001454678828337623,0.0010607894507753636,-3.533257569340291e-05
2.0,1500.0,-2.613478614346806e-05,-1.2902424035815956e-05,-0.0001101056099428108,-0.0005491228923731671,0.0010359168928683886,-0.00011031320876333348
2.0,1600.0,-3.436158104819295e-05,-1.923459338209088e-05,-0.0001851666368731801,-0.0008849428825819776,0.0006472849179987103,-0.0001624367101233563
2.0,1700.0,-3.164215888354261e-05,-2.1972894323400738e-05,-0.00022779153010882446,-0.0010848790182262085,9.917021452189516e-05,-0.00018132138295774865
2.0,1800.0,-1.973276968899224e-05,-2.1453800538959378e-05,-0.0002351951878911052,-0.0011322727499521385,-0.00042069733337684234,-0.00016836770122950116
2.0,1900.0,-2.925283278660695e-06,-1.9059652428777773e-05,-0.0002142226567282751,-0.00105145846864027,-0.0007815022816846411,-0.00013371907452428206
2.0,2000.0,1.3075834135463161e-05,-1.67961857146506e-05,-0.000178018638492795,-0.000894124994967415,-0.0009186244986952087,-9.285405884154413e-05
2.0,2100.0,2.2071484046059927e-05,-1.6932329552218112e-05,-0.00014301351822184613,-0.0007267425456489677,-0.000826393866150486,-6.365438189390579e-05
2.0,2200.0,1.8024537340378426e-05,-2.1733896417919772e-05,-0.00012658705499640156,-0.0006206890762822838,-0.0005442182968272561,-6.421736686938356e-05
2.0,2300.0,-4.522680390405742e-06,-3.3288073406535425e-05,-0.00014544619191613048,-0.0006453072794992008,-0.0001416838251602016,-0.0001113967628377981
2.0,2400.0,-5.0220098718299537e-05,-5.340212767743712e-05,-0.00021461477389255322,-0.0008635100425503209,0.0002945723747078076,-0.00021994348362782356
2.0,2500.0,-0.00012281812600986665,-8.35570361345648e-05,-0.0003468932539318205,-0.0013293640605215923,0.0006712772918596502,-0.00040209350458423015
2.0,2600.0,-0.00022516716080828481,-0.000124898771069952,-0.0005526527312427468,-0.0020870941468738224,0.0008961198785766778,-0.0006674648057150759
2.0,2700.0,-0.0003592733995827436,-0.00017825351991100099,-0.0008398511888323755,-0.0031710417700472767,0.0008828769454872859,-0.0010231529099707396
2.0,2800.0,-0.00052638564026318,-0.00024415670740438776,-0.0012141865476210266,-0.004606219367642959,0.000554566842642768,-0.001473942972635496
2.0,2900.0,-0.0007270957621191218,-0.0003228887477450108,-0.0016793251532115688,-0.006409200744381195,-0.00015490769570011617,-0.002022580804720065
2.0,3000.0,-0.0009614416218731947,-0.0004145128316525677,-0.002237163631334864,-0.008589168115363411,-0.0013001992329188781,-0.002670064276076461
3.0,250.0,3.1682803651125127e-06,-3.1482687067449604e-07,-2.738141864358106e-06,-1.3227855977469219e-05,0.6707833317129552,-3.207149004017748e-06
3.0,260.0,9.101523206204313e-06,2.778338696419542e-06,2.409570460140377e-05,0.00010231905124615107,-0.5139853393025319,2.771662598168056e-05
3.0,270.0,-1.0742402911568902e-05,-8.361553375696808e-06,-7.26757926624146e-05,-0.00031544656456222644,-0.15099547222740767,-6.401246345823003e-05
3.0,280.0,2.4108630863144863e-05,8.906668687883334e-06,7.056727074262694e-05,0.0002983315519776201,0.004649335577738969,6.324412372643245e-05
3.0,290.0,1.658427951685581e-05,5.9073357495449456e-06,3.4755734078913706e-05,0.00014460744847285704,0.013888701856727517,3.510938410977855e-05
3.0,300.0,-1.3024383093126284e-06,-2.6650717756033563e-06,-4.530805041842522e-05,-0.00019976089330906634,-0.0006650803356705584,-3.233224538155663e-05
3.0,310.0,-4.071040835353718e-06,-4.291198332986416e-06,-5.770073390327127e-05,-0.00025357282436805275,-0.005034843304015344,-4.1889887651867115e-05
3.0,320.0,5.254492158511953e-06,-7.013422616287952e-08,-1.3633739042260284e-05,-6.386417391710028e-05,-0.0019775246708882816,-3.735590064719401e-06
3.0,330.0,1.4813803052564935e-05,4.439995928846559e-06,3.4788832705900815e-05,0.00014577704181994913,0.0015826496155168616,3.690463604057147e-05
3.0,340.0,1.7459414991240428e-05,5.77831425096995e-06,5.4106032965638296e-05,0.00023101244276875306,0.002770866973740486,5.161204544009795e-05
3.0,350.0,1.2924592595786242e-05,3.7341708161691353e-06,4.0704771886215395e-05,0.00017553284769220452,0.0018811322625586588,3.807833549032475e-05
3.0,360.0,4.798473465145441e-06,-3.53002145690949e-08,8.811751444875589e-06,3.994511540751452e-05,0.00022203430408764742,9.259132039807315e-06
3.0,370.0,-2.83367157699773e-06,-3.5978374590455337e-06,-2.391170409583754e-05,-9.998591014651128e-05,-0.001140517268813859,-1.930250220769835e-05
3.0,380.0,-7.290176451134974e-06,-5.665669373606258e-06,-4.50084533541014e-05,-0.00019055409991013765,-0.0017370154396797739,-3.6927091555819506e-05
3.0,390.0,-7.743048997769367e-06,-5.8272379753315915e-06,-4.972202029507763e-05,-0.00021101439777129573,-0.0015842822228387579,-3.981615681698698e-05
3.0,400.0,-4.816873083633429e-06,-4.367622142250725e-06,-3.969319458590658e-05,-0.00016813213853276684,-0.0009494835953406827,-2.9767291511487704e-05
3.0,410.0,9.652958143272638e-08,-1.9464841667243054e-06,-2.0229695705248065e-05,-8.453581509187774e-05,-0.00015148302361486755,-1.1696380725782262e-05
3.0,420.0,5.459879102870362e-06,6.988352233431376e-07,2.3256347120442477e-06,1.2569848139813482e-05,0.0005545966576626305,8.69829344440719e-06
3.0,430.0,1.0005234742196508e-05,2.9541781564579064e-06,2.244763925997766e-05,9.938632640850229e-05,0.0010196281515492285,2.6549983476096296e-05
3.0,440.0,1.292914203435444e-05,4.425321997905696e-06,3.6386329629135714e-05,0.00015967688459300289,0.0011959611994632306,3.863201256546432e-05
3.0,450.0,1.3917381858913643e-05,4.952878361142957e-06,4.2395847584376304e-05,0.00018579441699539509,0.001110710854606817,4.3521964284142924e-05
3.0,460.0,1.3064768609094709e-05,4.57601941354472e-06,4.0490361681745555e-05,0.00017766867441212038,0.0008339804941397429,4.135487133970905e-05
3.0,470.0,1.0747783703370214e-05,3.4725524651010877e-06,3.196499826458985e-05,0.00014077155666609173,0.0004511875414162404,3.337875785881738e-05
3.0,480.0,7.491408386742674e-06,1.8952726655397287e-06,1.8859540053899682e-05,8.38238596291367e-05,4.331243758803225e-05,2.146943325217029e-05
3.0,490.0,3.854693731127809e-06,1.166178177786031e-07,3.4759239069750172e-06,1.6722727053049577e-05,-0.00032475056632599544,7.700908930367489e-06
3.0,500.0,3.4611370569386045e-07,-1.612804985936055e-06,-1.1995313099205375e-05,-5.107012593123646e-05,-0.0006090693533401955,-5.982182844801118e-06
3.0,510.0,-2.629477479944467e-06,-3.0907019401403916e-06,-2.5724246637456792e-05,-0.00011161018839166992,-0.0007867531071661503,-1.7978849292391405e-05
3.0,520.0,-4.795884280037116e-06,-4.1761249609397894e-06,-3.6375494049158134e-05,-0.0001590582060962293,-0.0008531233455306139,-2.7142601267491686e-05
3.0,530.0,-6.00869757772239e-06,-4.791854050732694e-06,-4.314831228719649e-05,-0.00018986470697068638,-0.0008174058536731587,-3.2809266868952444e-05
3.0,540.0,-6.2431780658898294e-06,-4.919264225455428e-06,-4.574837447000653e-05,-0.000202659397001034,-0.0006981787497861777,-3.4765246129600055e-05
3.0,550.0,-5.5729875361970854e-06,-4.588577063944862e-06,-4.4315695277488406e-05,-0.00019794982450980852,-0.0005190671177638311,-3.317830935879555e-05
3.0,560.0,-4.1447614656155515e-06,-3.86690041608058e-06,-3.932944734113896e-05,-0.0001777182495131115,-0.0003052424542868807,-2.8509483575360488e-05
3.0,570.0,-2.1522212456271637e-06,-2.845864201437024e-06,-3.15057006771963e-05,-0.00014498570602922573,-8.073794120830336e-05,-2.1420154846985604e-05
3.0,580.0,1.8765350891984383e-07,-1.6300914837398155e-06,-2.169940799625242e-05,-0.00010339216364364604,0.000133378576352561,-1.26842277008158e-05
3.0,590.0,2.654911179892344e-06,-3.2726236886708184e-07,-1.081782746873555e-05,-5.6824087384400046e-05,0.0003200936592687327,-3.11147547283913e-06
3.0,600.0,5.042682058277722e-06,9.598629104322e-07,2.5076779024844656e-07,-9.106411757023032e-06,0.0004668952523421323,6.514789833650696e-06
3.0,610.0,7.168879464443768e-06,2.1393700060731837e-06,1.069174095995382e-05,3.623492939830244e-05,0.0005657758641619662,1.548476870170603e-05
3.0,620.0,8.883830373565946e-06,3.1341733259756707e-06,1.980250732517109e-05,7.614122523158574e-05,0.000612888209006584,2.319453712690889e-05
3.0,630.0,1.0074329613055385e-05,3.88427213196156e-06,2.70162192173374e-05,0.00010812616271973906,0.0006080146232360292,2.9165227387330867e-05
3.0,640.0,1.0664739014525138e-05,4.347562350755944e-06,3.191285262401755e-05,0.00013032685853324889,0.0005539203006450165,3.305106379287938e-05
3.0,650.0,1.0615769536985623e-05,4.499501885068017e-06,3.422006602904035e-05,0.00014151074845991041,0.0004556484059975889,3.463845546078103e-05
3.0,660.0,9.921567656482369e-06,4.3319197931916405e-06,3.380620735395655e-05,0.00014104844919443602,0.00031986192772050866,3.3838317285371286e-05
3.0,670.0,8.605651382579966e-06,3.851231435495324e-06,3.0667669886049494e-05,0.0001288619265870844,0.0001542598007349453,3.067361693795081e-05
3.0,680.0,6.716172142588934e-06,3.0762882042772475e-06,2.4912533333172874e-05,0.0001053563035251018,-3.301211083395015e-05,2.5263872092986078e-05
3.0,690.0,4.320890228924524e-06,2.036048192168275e-06,1.6742132143518313e-05,7.134230642535073e-05,-0.00023374033957714016,1.7808056960084974e-05
3.0,700.0,1.5021589589052205e-06,7.672183144057716e-07,6.431866063808857e-06,2.7955060898126706e-05,-0.00044006710350593466,8.56707502430993e-06
3.0,800.0,-2.9566733845758484e-05,-1.4815865123423001e-05,-0.00013434940349972078,-0.0005830426724342405,-0.0016494437487658226,-0.00011022140047014377
3.0,900.0,-2.5813508536024717e-05,-1.5128720634916945e-05,-0.00015643283636291162,-0.0007066698671387143,-0.0006597627463414181,-0.00011842143282898595
3.0,1000.0,8.342779552588328e-06,9.34264289282796e-08,-3.3073108651717804e-05,-0.00020438328661020975,0.0007205945880375042,-6.408620400494365e-06
3.0,1100.0,3.7281368927827806e-05,1.4519432196220301e-05,0.00010331280088500114,0.0003691038805854824,0.0011511723722647455,0.0001045934450856139
3.0,1200.0,4.065936700152067e-05,1.7572577437738762e-05,0.00015248815460416356,0.0005809672815709664,0.0006828444916423737,0.0001320283091654103
3.0,1300.0,2.0237859629268135e-05,8.801424204862537e-06,9.637492690925967e-05,0.000343798939320798,-9.231953040979263e-05,6.898839633971704e-05
3.0,1400.0,-1.0692977380440963e-05,-6.4192239965286634e-06,-2.9077226481991482e-05,-0.00019697783278375074,-0.0006836114995668897,-4.596886903525339e-05
3.0,1500.0,-3.787860815612996e-05,-2.1684034358245552e-05,-0.00017219625648772657,-0.0008239092943611012,-0.0008847257153647074,-0.00016456699944417854
3.0,1600.0,-5.178838475308707e-05,-3.23225243556819e-05,-0.0002900418792854126,-0.0013521654307283386,-0.0007189582381914609,-0.00025012022206358193
3.0,1700.0,-4.916023675059791e-05,-3.62969063824718e-05,-0.00035814192451518557,-0.0016725267189063513,-0.00032696495173474945,-0.00028496580617744797
3.0,1800.0,-3.2248260191194274e-05,-3.401005946152495e-05,-0.00037091797889361,-0.001754743862333134,0.00012504427419534895,-0.0002695810900926133
3.0,1900.0,-7.203301492034638e-06,-2.766492881386394e-05,-0.00033780419716542573,-0.0016322041258251879,0.0004994208323724014,-0.0002181385317167693
3.0,2000.0,1.760691113555688e-05,-2.0552237659350894e-05,-0.00027820430285856054,-0.0013812369453611065,0.0007097703192865681,-0.00015335433835459962
3.0,2100.0,3.2985631100964006e-05,-1.6440514383904234e-05,-0.00021686046125952443,-0.001101825958816447,0.0007236510220331411,-0.00010198544369750577
3.0,2200.0,2.9908891143534615e-05,-1.912291391082699e-05,-0.00018022672318727408,-0.0009023477988741336,0.0005548764704653847,-9.142851392194189e-05
3.0,2300.0,1.693148298156725e-07,-3.21165082387869e-05,-0.00019392634216055973,-0.0008887631679131965,0.00025187781634234525,-0.00014742203358787044
3.0,2400.0,-6.326570021227622e-05,-5.8486666356445075e-05,-0.00028114872276205143,-0.0011577133911649126,-0.00011421835894572565,-0.0002926683860934657
3.0,2500.0,-0.0001661033359943561,-0.0001007643622086583,-0.0004617740700195054,-0.001792666998054112,-0.0004599801007836994,-0.000546148333887235
3.0,2600.0,-0.00031271450397257235,-0.00016092747996509504,-0.0007520195543977862,-0.00286226886661291,-0.0006979117568502143,-0.0009229185408264064
3.0,2700.0,-0.0005062100064279762,-0.00024042305213887855,-0.0011644348906705495,-0.004420177497224045,-0.0007424839626262589,-0.001434222894824605
3.0,2800.0,-0.0007485653351553105,-0.00034021335064522414,-0.0017081153488910548,-0.0065058386833883545,-0.0005142474562200398,-0.002087790928162575
3.0,2900.0,-0.0010407676775532717,-0.0004608338618699626,-0.002389036726380739,-0.009145793898628714,5.763550246179534e-05,-0.002888233649888543
3.0,3000.0,-0.001382967849877965,-0.0006024551713398681,-0.003210446456149867,-0.012355244755307816,0.0010340441723646987,-0.003837476329629707
4.0,250.0,6.06090751525938e-06,-4.3256161064743225e-07,-3.827342686465173e-06,-1.8669107753131254e-05,0.7669407245364831,-1.1337254341747878e-06
4.0,260.0,1.276858754371385e-05,3.7895018283736925e-06,3.3609128638067296e-05,0.00014221903324664536,-0.7147995881726268,3.538796730407402e-05
4.0,270.0,-1.465223995626513e-05,-1.1219375567808839e-05,-0.00010106939332384508,-0.0004341603655771048,-0.1720126522381717,-8.883060981254981e-05
4.0,280.0,3.107066793072419e-05,1.4161700894352292e-05,9.751097418860445e-05,0.000409134331437027,0.015755907125177472,8.966541265786409e-05
4.0,290.0,2.029842907540435e-05,9.645877661818901e-06,4.891354654297953e-05,0.00020141342329629556,0.0125144370873748,4.9372041704593725e-05
4.0,300.0,-3.6884410205457233e-06,-3.386330077855913e-06,-6.201417147702215e-05,-0.0002710054121395926,-0.006339270660067021,-4.7216925319890036e-05
4.0,310.0,-6.892159807608245e-06,-6.41472821516132e-06,-8.004575521560808e-05,-0.0003470636589214824,-0.00646193295622632,-6.285160853408472e-05
4.0,320.0,6.25814833045568e-06,-6.76481889013877e-07,-1.9701401920132426e-05,-8.856132624789245e-05,0.0009086117573661489,-1.0371824499536742e-05
4.0,330.0,1.9566897360431634e-05,5.879360518613995e-06,4.7387983146166703e-05,0.00019905490778919846,0.005334430311749503,4.732361578365036e-05
4.0,340.0,2.3334315406710353e-05,8.125071316540041e-06,7.476196225694415e-05,0.000317355276705735,0.004715957328556583,6.990058683985388e-05
4.0,350.0,1.723049633716836e-05,5.560449053495971e-06,5.69947805032859e-05,0.0002428387383852303,0.001346290272222979,5.320748153603146e-05
4.0,360.0,6.167088094905351e-06,4.208691846512708e-07,1.3407138518965985e-05,5.7704196505552155e-05,-0.0020140806437786147,1.4611839591727842e-05
4.0,370.0,-4.269611323668859e-06,-4.581447565079074e-06,-3.1724471134389724e-05,-0.00013449408691015114,-0.003803611052241087,-2.4514173689810594e-05
4.0,380.0,-1.040169837468387e-05,-7.59068033148309e-06,-6.113027624312715e-05,-0.00025993527265833605,-0.003756964041292345,-4.923363794599678e-05
4.0,390.0,-1.107516797217691e-05,-7.968452261690831e-06,-6.808032420516308e-05,-0.00028970896122475074,-0.0023977764090428884,-5.3996955433875715e-05
4.0,400.0,-7.118882058241952e-06,-6.0634334070642915e-06,-5.4666566511425906e-05,-0.0002325742438635761,-0.0005019400859265869,-4.099067539524618e-05
4.0,410.0,-4.153509362307746e-07,-2.7682712609179095e-06,-2.8086132081595026e-05,-0.0001191493595925096,0.001254661110751597,-1.6783144648386783e-05
4.0,420.0,6.944607440490363e-06,8.966225408991878e-07,2.9706116210120983e-06,1.3491740560258346e-05,0.0024490138891072725,1.0880165778698345e-05
4.0,430.0,1.3227885393816983e-05,4.068825518490009e-06,3.088000329093415e-05,0.00013276108559797674,0.0029237228740923832,3.531411294148748e-05
4.0,440.0,1.7327604718767867e-05,6.184939788565295e-06,5.042230914512906e-05,0.00021629287819499807,0.002727087330164979,5.203363770671269e-05
4.0,450.0,1.8800151234264555e-05,7.0064297358297055e-06,5.91178141564791e-05,0.000253407951050819,0.0020308401616105694,5.900716638282054e-05
4.0,460.0,1.7759035219980927e-05,6.572540403817596e-06,5.690867033578346e-05,0.00024377976836899515,0.0010549062905785584,5.633944870416865e-05
4.0,470.0,1.4703790297892108e-05,5.118731397946461e-06,4.551212858969121e-05,0.00019468879280048473,1.198958579591498e-05,4.5675459437015544e-05
4.0,480.0,1.0340070108630933e-05,2.9887373696142007e-06,2.7689529022348367e-05,0.00011790827358083496,-0.0009259034152864726,2.9541511418718925e-05
4.0,490.0,5.424395918202195e-06,5.573847923722113e-07,6.584646449218409e-06,2.6878714643532657e-05,-0.0016420286170642313,1.075740877579975e-05
4.0,500.0,6.487730373233338e-07,-1.8277271394964242e-06,-1.4791514230571222e-05,-6.54975024253788e-05,-0.0020760101380151697,-8.014964809344962e-06
4.0,510.0,-3.4321486711775493e-06,-3.883868653434937e-06,-3.3907006980483194e-05,-0.00014834321217180495,-0.0022163822641179266,-2.4569531008920057e-05
4.0,520.0,-6.4360558556986494e-06,-5.412109745426111e-06,-4.889770494082142e-05,-0.0002136219027085208,-0.0020891342715692947,-3.7312811296241835e-05
4.0,530.0,-8.15821995592326e-06,-6.301340471764911e-06,-5.862720591795764e-05,-0.0002564024794584369,-0.0017451583312020592,-4.530672247360253e-05
4.0,540.0,-8.555959967036017e-06,-6.521690153951884e-06,-6.265240659335142e-05,-0.00027471989739752617,-0.0012486229123521533,-4.822907820565613e-05
4.0,550.0,-7.720534024954724e-06,-6.111376600007203e-06,-6.112807010761688e-05,-0.0002691734331428688,-0.0006673523382960077,-4.6281896478280376e-05
4.0,560.0,-5.843196688432901e-06,-5.1603363154781595e-06,-5.467877326010632e-05,-0.00024238366348099027,-6.558058231663476e-05,-4.0072863621610855e-05
4.0,570.0,-3.180461683630143e-06,-3.7931736882739853e-06,-4.4260247949115415e-05,-0.00019840236980090436,0.0005009350487643528,-3.048938608276817e-05
4.0,580.0,-2.1980966049736374e-08,-2.1531830071046957e-06,-3.102577174126287e-05,-0.00014214230370017958,0.0009877386890627836,-1.857885000419461e-05
4.0,590.0,3.3369056982958397e-06,-3.885177263754035e-07,-1.6207600248908316e-05,-7.88699549615016e-05,0.0013627806834325261,-5.4436265512631944e-06
