Pressure (atm),Temperature (K),W1_Energy_1_R->P2,W1_Energy_1_R->P3,W1_Energy_1_R->P1,W1_Energy_1_P1->P2,W1_Energy_1_W2->P1,W1_Energy_1_P2->P3
0.09,2700.0,-2.9039248050125447e-05,-1.3139882497360254e-05,-8.61797956726007e-05,-0.0002979758404836827,-0.00019341563843393588,-9.271647261600685e-05
0.09,2800.0,-3.9520198689277e-05,-1.5470485196073273e-05,-0.00011102358789417247,-0.0003886447636779514,-0.00012338972264564952,-0.00012305897708863122
0.09,2900.0,-5.130791188455709e-05,-1.7660477231643137e-05,-0.00013978363642302633,-0.0004922706491889827,3.1153185080166624e-05,-0.00015728732462194617
0.09,3000.0,-6.431540571223572e-05,-1.9658355289473725e-05,-0.00017242753720573197,-0.0006084551316039023,0.00028279086028976986,-0.00019519917437009395
0.1,250.0,7.634534367913082e-08,2.759096385327846e-08,-2.971212333171681e-08,2.556444524978446e-07,-1.4919490024745337,-1.6004556794392634e-07
0.1,260.0,-3.6457650578583596e-07,-2.2699720239617523e-07,2.772014749969053e-07,-2.2341891981780846e-06,-0.5120638590274115,-7.256583336744597e-07
0.1,270.0,1.141866410177386e-06,6.204584695260766e-07,-8.981205613557421e-07,5.933325912079342e-06,-0.09923149598330022,2.569266709255485e-06
0.1,280.0,-9.984763732214623e-07,-6.88311055890421e-07,9.9296600447565e-07,-4.6264605915578385e-06,-0.007511844059591977,-2.1020784658255627e-06
0.1,290.0,-7.633705557967862e-07,-1.7414538326774011e-07,3.2994680330300286e-07,-3.995683721804901e-06,-0.0014728323280040624,-1.6538442604235287e-06
0.1,300.0,4.694439888236656e-07,8.008782667706212e-07,-7.397430895089818e-07,2.1801396061572216e-06,-0.00311124979690006,8.996186489393589e-07
0.1,310.0,9.706920393296922e-07,1.0164511281092025e-06,-7.52907993865373e-07,4.9554261545978e-06,-0.0011333597883306274,1.8567662150155103e-06
0.1,320.0,5.503216600928361e-07,5.140000655487752e-07,-4.1214902147394536e-08,2.6709269004806203e-06,0.001297470081337641,8.833223901630796e-07
0.1,330.0,-2.064469891719245e-07,-1.5708874615554864e-07,6.03830367136552e-07,-1.9255373659452006e-06,0.002001149412181324,-7.068918934652128e-07
0.1,340.0,-7.534042743784106e-07,-5.72814697526909e-07,7.596692606551205e-07,-5.753479816427324e-06,0.0011630378566092779,-1.7376907804422223e-06
0.1,350.0,-8.742293716417136e-07,-6.099351944248618e-07,4.5792839690463757e-07,-7.232333455351571e-06,-0.00016720440036979735,-1.7867680930498282e-06
0.1,360.0,-6.313814592258912e-07,-3.6357649250834064e-07,-4.019202906882089e-08,-6.330765598557786e-06,-0.0011473721656232183,-1.0489261869523794e-06
0.1,370.0,-2.1344922084714708e-07,-8.641127370689912e-09,-4.6635240270229865e-07,-3.9103481879784925e-06,-0.0014488391545003194,1.6439510261929993e-08
0.1,380.0,1.9077704467007208e-07,3.004426758566375e-07,-6.60635239937156e-07,-1.05399551461094e-06,-0.0011476565977861998,9.698082620428575e-07
0.1,390.0,4.568548239647497e-07,4.737326383351044e-07,-5.903189016541871e-07,1.3607538868986073e-06,-0.0005091430816547258,1.533540153790301e-06
0.1,400.0,5.381619683011581e-07,4.883042343107866e-07,-3.15585988573707e-07,2.831048359633643e-06,0.00018499718578879782,1.61708601103856e-06
0.1,410.0,4.504112693194596e-07,3.699242741412148e-07,5.959024415325796e-08,3.2210347136938955e-06,0.0007295990550794831,1.276764910972365e-06
0.1,420.0,2.4604765620307184e-07,1.6951586251040445e-07,4.292189283549471e-07,2.6659920272276053e-06,0.0010224816837449968,6.534639744937071e-07
0.1,430.0,-9.906634952240128e-09,-5.689493553809135e-08,7.114742237182456e-07,1.4536438768536748e-06,0.0010512853632221651,-8.525770521122962e-08
0.1,440.0,-2.5741052442300685e-07,-2.6151178522256006e-07,8.595426063282692e-07,-8.002150487250723e-08,0.0008640263493100513,-7.869489735432075e-07
0.1,450.0,-4.513968600833833e-07,-4.114018814582347e-07,8.611329943190846e-07,-1.6252061987341827e-06,0.000538264750108095,-1.3378840904072732e-06
0.1,460.0,-5.653825538858001e-07,-4.899372683782393e-07,7.313951002491379e-07,-2.9412804479130575e-06,0.00015652737867797797,-1.6714132477507711e-06
0.1,470.0,-5.906452118886073e-07,-4.949133287305236e-07,5.032328433855807e-07,-3.873625524641661e-06,-0.00020981045238653174,-1.7656598626357374e-06
0.1,480.0,-5.328489565627635e-07,-4.349937262722677e-07,2.177436965846838e-07,-4.351900940125835e-06,-0.0005087255013271625,-1.6351192777170688e-06
0.1,490.0,-4.0764540162484294e-07,-3.2570245429744554e-07,-8.366135464664843e-08,-4.377156567420962e-06,-0.0007097220448226217,-1.3197358798089142e-06
0.1,500.0,-2.3626958392628242e-07,-1.8572626375812935e-07,-3.648499349762974e-07,-4.003735604858277e-06,-0.0008020120636045995,-8.739804901211005e-07
0.1,510.0,-4.1747273843011884e-08,-3.393529206662855e-08,-5.982563689468938e-07,-3.3202107084555084e-06,-0.000790558348536033,-3.5735835624354054e-07
0.1,520.0,1.5401824074843907e-07,1.1274600724751361e-07,-7.662058235675183e-07,-2.4320677991333418e-06,-0.0006913652999560979,1.729400862183474e-07
0.1,530.0,3.322249114568122e-07,2.4064913482647753e-07,-8.607454165418737e-07,-1.4475178536495895e-06,-0.0005268922718523642,6.671128477083627e-07
0.1,540.0,4.783048411344182e-07,3.399744092806968e-07,-8.82479156573724e-07,-4.669131654049302e-07,-0.00032211885810768304,1.0857467814071344e-06
0.1,550.0,5.823573483181636e-07,4.0486682734150063e-07,-8.388357032988116e-07,4.2426002368720015e-07,-0.000101489886643637,1.4010696633755426e-06
0.1,560.0,6.390597284685881e-07,4.331140142302217e-07,-7.421222656716371e-07,1.159347616167302e-06,0.00011317386886312872,1.5968922510032808e-06
0.1,570.0,6.472204941546766e-07,4.25611470355486e-07,-6.076084116527451e-07,1.6919332574412598e-06,0.0003040103725599626,1.667631215404445e-06
0.1,580.0,6.091160552670831e-07,3.857092926126152e-07,-4.518074340635009e-07,1.9953731501541467e-06,0.00045769815755724615,1.6167565633079435e-06
0.1,590.0,5.297301104527515e-07,3.1853099670163037e-07,-2.910470596235028e-07,2.0610340777764926e-06,0.0005655245840192443,1.4549679604563833e-06
0.1,600.0,4.1597832950417463e-07,2.30323347227489e-07,-1.4036291956252395e-07,1.8956872504869864e-06,0.000623108520449869,1.1982844428634191e-06
0.1,610.0,2.759780176826736e-07,1.2787861849699075e-07,-1.2719277314173513e-08,1.518528788692838e-06,0.000629816081662919,8.662316718703223e-07
0.1,620.0,1.1840314661277358e-07,1.8049137999505633e-08,8.147688054718953e-08,9.580708871910412e-07,0.0005881316784840672,4.802085306840229e-07
0.1,630.0,-4.805849455752035e-08,-9.263793118240647e-08,1.3460561066835298e-07,2.491833821583356e-07,0.0005028999378827119,6.20877134970825e-08
0.1,640.0,-2.1513730768557158e-07,-1.9826675643840427e-07,1.4185713111987686e-07,-5.696164358038585e-07,0.00038069041352594416,-3.6691701025648657e-07
0.1,650.0,-3.753063004538723e-07,-2.937287545060796e-07,1.0109421295467994e-07,-1.4585223795621278e-06,0.00022907049719002721,-7.871296290580747e-07
0.1,660.0,-5.220068410589616e-07,-3.7483797235390497e-07,1.2603801926091562e-08,-2.3783803477554297e-06,5.613569417515432e-05,-1.1810365967298584e-06
0.1,670.0,-6.497850394694976e-07,-4.383804526898189e-07,-1.2122977209067623e-07,-3.292237042150756e-06,-0.00013000461957960897,-1.5337044482455935e-06
0.1,680.0,-7.543551279340534e-07,-4.821101307288894e-07,-2.962874314909948e-07,-4.166526577432383e-06,-0.0003215863366410574,-1.8329984306814512e-06
0.1,690.0,-8.326032945154433e-07,-5.047037376771058e-07,-5.070968685170741e-07,-4.971866136059096e-06,-0.0005114539455447902,-2.0696548868006535e-06
0.1,700.0,-8.825438665420857e-07,-5.056854372248954e-07,-7.47202717557061e-07,-5.683575782793352e-06,-0.0006932656484350948,-2.2372249847725656e-06
0.1,800.0,7.83798088040897e-09,3.7619643322219704e-07,-3.2255941812047982e-06,-5.557535990120503e-06,-0.001344857035407845,-2.7120112985873694e-07
0.1,900.0,1.5660676552335261e-06,1.335444205265592e-06,-2.941994154842342e-06,2.7579918487060555e-06,-0.00016061958676793557,3.946050614467644e-06
0.1,1000.0,1.7358741075336286e-06,1.123722026807205e-06,-3.1763973427373994e-07,6.8750400063562696e-06,0.0009257546399680074,4.8877435629345374e-06
0.1,1100.0,5.085727446833264e-07,6.772574756237407e-08,1.9898455215518672e-06,1.987222904767589e-06,0.0010171777075507107,1.9718165668890374e-06
0.1,1200.0,-1.0998808819607107e-06,-1.0094972978443373e-06,2.43820491249109e-06,-8.820119964325766e-06,0.0004061578064587426,-2.478195691520726e-06
0.1,1300.0,-2.1567620806799416e-06,-1.5422890289917988e-06,1.0577706575171223e-06,-2.0096230570867468e-05,-0.0003203313407677916,-6.028377511549799e-06
0.1,1400.0,-2.2186806978839625e-06,-1.3740293642214575e-06,-1.3116771696954763e-06,-2.7705817185101417e-05,-0.0007721463692709774,-7.335957971501855e-06
0.1,1500.0,-1.3021053763315935e-06,-6.391553733254257e-07,-3.7644045042867217e-06,-2.9978337520250342e-05,-0.0008356193556752954,-6.220503060978667e-06
0.1,1600.0,2.862181911586037e-07,3.947295654926506e-07,-5.720623062304004e-06,-2.744080813346942e-05,-0.000584532134756944,-3.30708351483098e-06
0.1,1700.0,2.1132302699424833e-06,1.4417203211866486e-06,-7.026939817529229e-06,-2.2074654621346695e-05,-0.00017106926061071116,3.719296356666251e-07
0.1,1800.0,3.733734130581736e-06,2.2600086536840883e-06,-7.898548530686223e-06,-1.6579549672770833e-05,0.00025112617067662036,3.6781078913214637e-06
0.1,1900.0,4.755009787668837e-06,2.6757073276875824e-06,-8.803943236054191e-06,-1.381659739827953e-05,0.0005668550952665812,5.552919385597212e-06
0.1,2000.0,4.865183644632089e-06,2.584024336433211e-06,-1.0347917643994486e-05,-1.6451081239637636e-05,0.0007123523359831207,5.111972181230449e-06
0.1,2100.0,3.839039597987943e-06,1.9395365022230774e-06,-1.3176551066677154e-05,-2.6758126658516178e-05,0.0006727390457104027,1.6779443615032017e-06
0.1,2200.0,1.5315819800909613e-06,7.427546071871358e-07,-1.7909942337204766e-05,-4.654324429612559e-05,0.00047237802680170395,-5.222666820447347e-06
0.1,2300.0,-2.1339115355231805e-06,-9.731962314267803e-07,-2.5100161478913862e-05,-7.71358616791189e-05,0.00016325956114835114,-1.5881431055369912e-05
0.1,2400.0,-7.179364574206892e-06,-3.154065872526792e-06,-3.520901390196162e-05,-0.00011942457626111015,-0.00018585736177055776,-3.0437427627087288e-05
0.1,2500.0,-1.3584780630553751e-05,-5.733606866492896e-06,-4.8599984464476505e-05,-0.0001739129120797925,-0.0004983946869992439,-4.8907833486223864e-05
0.1,2600.0,-2.1299543373667324e-05,-8.64040444550786e-06,-6.553955679621117e-05,-0.00024078212743329453,-0.0006967363079820502,-7.121629531815512e-05
0.1,2700.0,-3.0251815270187096e-05,-1.180272483686444e-05,-8.620421692337957e-05,-0.0003199531343826349,-0.0007069781436087385,-9.721759351956845e-05
0.1,2800.0,-4.035606406994384e-05,-1.5151772655654997e-05,-0.00011069049025369343,-0.00041114328999161405,-0.00046199454990622957,-0.0001267181815124699
0.1,2900.0,-5.151890989944566e-05,-1.8623729813227614e-05,-0.0001390262143040868,-0.0005139161489532603,9.682497662439233e-05,-0.00015949275864538375
0.1,3000.0,-6.364354681262169e-05,-2.216089650526178e-05,-0.00017118188924788278,-0.0006277236379199735,0.0010187905301835968,-0.00019529730141108905
0.2,250.0,1.3352698448616483e-06,-8.892920081307174e-09,-7.282444063749842e-08,6.265586436523687e-07,0.052056885163343655,-1.0796220613077907e-07
0.2,260.0,-1.283985552224435e-06,1.0890378317192352e-07,6.64910042643757e-07,-1.954285049440722e-06,-0.24154446346438807,-3.7637080050189767e-06
0.2,270.0,1.3616805188375429e-06,-3.4575716724151476e-07,-2.103789555726038e-06,6.100087203717657e-06,-0.04036028422509222,3.4877270565013397e-06
0.2,280.0,-1.7217098891428876e-06,1.4197756178045857e-06,2.258172928364046e-06,-3.4900735272375708e-06,0.0024619969837385166,-7.206647920433665e-07
0.2,290.0,-1.5277187444408877e-06,4.697606507214006e-06,7.163658164566893e-07,-5.238488544234942e-06,-0.00561830875621701,-7.779535440980698e-07
0.2,300.0,5.743679945985202e-07,6.273288980109326e-06,-1.8491849595062299e-06,-8.604258846700994e-07,-0.00782356183901025,1.1610108090816787e-06
0.2,310.0,1.918310358367069e-06,5.332661667331518e-06,-1.976174399491119e-06,2.4006766624857188e-06,-0.0023441960692462925,1.387154369564157e-06
0.2,320.0,1.8080095246661727e-06,2.950103494698495e-06,-3.366482954456089e-07,2.0640842016322724e-06,0.002700190574799371,-3.5642154287719107e-07
0.2,330.0,8.616843304059391e-07,5.088237712525492e-07,1.2565821481894919e-06,-3.983020254256842e-07,0.003914740669867461,-2.5343397237912463e-06
0.2,340.0,-9.85081476830301e-08,-1.14081141200514e-06,1.7772869593065687e-06,-2.62707094488218e-06,0.0021892527915048548,-3.787990950875101e-06
0.2,350.0,-5.872601804909767e-07,-1.7881564924658567e-06,1.2304125232080716e-06,-3.186091660958902e-06,-0.0003562098509178813,-3.654271755006911e-06
0.2,360.0,-5.134907162104524e-07,-1.6395777402906135e-06,1.6931380405020436e-07,-1.9101278867975974e-06,-0.0021712098742794578,-2.4191461926274114e-06
0.2,370.0,-3.378262536128915e-08,-1.0571137761576824e-06,-8.049790152539349e-07,5.080420350564724e-07,-0.0026986883207289493,-7.016748978064507e-07
0.2,380.0,6.128305413927963e-07,-3.785056832009498e-07,-1.3144936753325675e-06,3.08725581356459e-06,-0.0021159557457476634,8.957369545973076e-07
0.2,390.0,1.2155492300212435e-06,1.6631138965673296e-07,-1.2587480227140969e-06,4.983836524439293e-06,-0.000926977766577742,1.97212107070744e-06
0.2,400.0,1.6405372158096748e-06,4.6880978851581225e-07,-7.469127598940441e-07,5.700298879548222e-06,0.0003495628524645464,2.3699928646297242e-06
0.2,410.0,1.8356341702424385e-06,5.182234353192416e-07,7.376422260489169e-09,5.116224012582682e-06,0.0013425400554222167,2.132539175706051e-06
0.2,420.0,1.8121959679245456e-06,3.654789665141941e-07,7.780932460049021e-07,3.4130637018625213e-06,0.0018710080469397155,1.4280933120568967e-06
0.2,430.0,1.619948782601132e-06,8.92610537934608e-08,1.3861206238910726e-06,9.57219468587325e-07,0.0019171172529464475,4.7565922938757223e-07
0.2,440.0,1.3240320334089829e-06,-2.294045904439018e-07,1.7252359224231824e-06,-1.815226805012321e-06,0.0015712256361807208,-5.12118127277035e-07
0.2,450.0,9.881720889774471e-07,-5.228053456564308e-07,1.7629850838969358e-06,-4.489332122318709e-06,0.00097580872314339,-1.3641812750389162e-06
0.2,460.0,6.645877571405e-07,-7.438057610843544e-07,1.5266038470086912e-06,-6.730257626651957e-06,0.0002811014668786776,-1.966810429107376e-06
0.2,470.0,3.896051023119551e-07,-8.670373308124201e-07,1.082708709641999e-06,-8.312084837350074e-06,-0.00038368729083991174,-2.2648939885542995e-06
0.2,480.0,1.8334077427115626e-07,-8.863368499864044e-07,5.16835466819138e-07,-9.122829729186134e-06,-0.0009248436161166099,-2.2541465991635162e-06
0.2,490.0,5.186687431654856e-08,-8.103212094106873e-07,-8.366971463620735e-08,-9.153172239508831e-06,-0.0012877705323109067,-1.9688214842392734e-06
0.2,500.0,-9.445550312352397e-09,-6.574549296450192e-07,-6.41947126861184e-07,-8.475926486901605e-06,-0.001453532923204664,-1.4682792106080904e-06
0.2,510.0,-1.2307911466582444e-08,-4.5145598534948737e-07,-1.0989828716539977e-06,-7.2217790858597066e-06,-0.0014315465890145118,-8.245559218167605e-07
0.2,520.0,2.7790658419462793e-08,-2.1749150430533711e-07,-1.4167168094473605e-06,-5.555334465725755e-06,-0.001251091159415037,-1.1209177205697772e-07
0.2,530.0,9.429516762694205e-08,2.066889247574512e-08,-1.5778749504022716e-06,-3.6539034365632503e-06,-0.000952936663520179,5.999366617604297e-07
0.2,540.0,1.7159019487200425e-07,2.425574219110155e-07,-1.5836005304427102e-06,-1.6903456556614657e-06,-0.0005823133868373264,1.2527130240600221e-06
0.2,550.0,2.463199988611573e-07,4.320831862135586e-07,-1.4498076771084133e-06,1.7957228399686152e-07,-0.0001834014259323283,1.8006119548793728e-06
0.2,560.0,3.0812167438881583e-07,5.779425817266909e-07,-1.203023938979858e-06,1.8255465640282673e-06,0.0002044403650935258,2.2121996084646086e-06
0.2,570.0,3.4987820176020243e-07,6.735319011777045e-07,-8.762691547767987e-07,3.1472795536218062e-06,0.0005490301398972091,2.4698619524614863e-06
0.2,580.0,3.676303105710512e-07,7.165210394242669e-07,-5.053348469465618e-07,4.075911332898045e-06,0.000826394341545175,2.568479432929053e-06
0.2,590.0,3.6024562235358365e-07,7.082216689034185e-07,-1.2567351173758043e-07,4.5730808223060055e-06,0.0010209060881308841,2.5135496877671604e-06
0.2,600.0,3.2895720035318003e-07,6.528569125045303e-07,2.300170176695566e-07,4.628241065117867e-06,0.0011246883482453666,2.319012948169246e-06
0.2,610.0,2.768328011700457e-07,5.568104260244377e-07,5.335089628444783e-07,4.254938476286229e-06,0.0011366918580811218,2.005046469907224e-06
0.2,620.0,2.0824383861710497e-07,4.279133497884906e-07,7.621203548704647e-07,3.4864524871114646e-06,0.0010614224941658398,1.5959518328205575e-06
0.2,630.0,1.2836386970017525e-07,2.7480131875373154e-07,8.992330587145292e-07,2.371281789753339e-06,0.0009076756793194611,1.1182617622766744e-06
0.2,640.0,4.272503805738713e-08,1.06364997881522e-07,9.343584496275897e-07,9.687286180801331e-07,0.0006872731488694306,5.991105605982936e-07
0.2,650.0,-4.315104238608299e-08,-6.870050907872883e-08,8.628521744831252e-07,-6.552095174559602e-07,0.0004139190829590937,6.490293298445396e-08
0.2,660.0,-1.240527924373732e-07,-2.4224587261044097e-07,6.85377953974106e-07,-2.4314706300301246e-06,0.00010218734016814031,-4.59729579921649e-07
0.2,670.0,-1.9530056915986872e-07,-4.069254373179275e-07,4.072056004346331e-07,-4.291055737592747e-06,-0.0002333074941343553,-9.526891367448611e-07
0.2,680.0,-2.52901248813155e-07,-5.563693131687859e-07,3.7416794166003566e-08,-6.167600219986313e-06,-0.0005785693637968313,-1.3949304862606395e-06
0.2,690.0,-2.936428808143096e-07,-6.852852540915553e-07,-4.1192125425146285e-07,-7.999385796892709e-06,-0.0009207134936407208,-1.7707527678452266e-06
0.2,700.0,-3.1513644793053587e-07,-7.894984551900034e-07,-9.265694645075316e-07,-9.730849266124629e-06,-0.0012483276291580566,-2.067925042401062e-06
0.2,800.0,5.372224817446787e-07,-2.538081560234354e-07,-6.27471811332992e-06,-1.4755679815329647e-05,-0.0024233124974533653,-1.8477982320320843e-07
0.2,900.0,1.929338702579287e-06,1.758458526551912e-06,-5.55788744466976e-06,3.3833128109160045e-07,-0.0002927106633829941,5.796435136009879e-06
0.2,1000.0,1.97782537857522e-06,2.7847871173522236e-06,2.6345320087361994e-07,1.3655413837895051e-05,0.0016631323527754368,7.93519289772099e-06
0.2,1100.0,6.092347728743465e-07,2.1260785484072297e-06,5.202663116518479e-06,1.0843611553313323e-05,0.0018295828402102314,4.230098904234163e-06
0.2,1200.0,-1.1238691803210113e-06,4.970257636304469e-07,5.757600760440821e-06,-6.887621525195816e-06,0.0007320489380923017,-2.653959419471743e-06
0.2,1300.0,-2.164603755529948e-06,-1.0845435750679756e-06,2.006254943044886e-06,-3.060873808782059e-05,-0.0005740046082063375,-9.140643546361063e-06
0.2,1400.0,-1.967211884156632e-06,-1.907771693724098e-06,-4.069309357900089e-06,-5.134300695781326e-05,-0.0013867858332037805,-1.2825052736639383e-05
0.2,1500.0,-5.321651138459382e-07,-1.7063083110750796e-06,-1.0261441046056915e-05,-6.369852549900556e-05,-0.001501567927866146,-1.2938651856111936e-05
0.2,1600.0,1.7556199140880724e-06,-5.733417223581476e-07,-1.5049071958713081e-05,-6.645279751420667e-05,-0.0010507361976464737,-1.0033037075986907e-05
0.2,1700.0,4.314311143095961e-06,1.1788501590167261e-06,-1.785772836889217e-05,-6.16948457438371e-05,-0.00030776126867932075,-5.461825693635752e-06
0.2,1800.0,6.511604337276728e-06,3.1418175335117817e-06,-1.895637861686192e-05,-5.358548213316466e-05,0.0004511571649732082,-9.226068753073422e-07
0.2,1900.0,7.758075693874252e-06,4.896441528267493e-06,-1.9215059423175685e-05,-4.724143583979396e-05,0.001018876687981637,1.8655804353873832e-06
0.2,2000.0,7.556405808028178e-06,6.063484489561746e-06,-1.984986310881876e-05,-4.790994758476057e-05,0.001280680783932637,1.355311090335847e-06
0.2,2100.0,5.519998532192049e-06,6.328177242081158e-06,-2.221096635592676e-05,-6.043762735460393e-05,0.0012097449444586172,-3.7341265172313805e-06
0.2,2200.0,1.3728351971373836e-06,5.447847816510746e-06,-2.762900601178783e-05,-8.897690325826943e-05,0.0008497955335617013,-1.4386783286638288e-05
0.2,2300.0,-5.060815924899177e-06,3.249582084541293e-06,-3.731595247823195e-05,-0.00013686232968548745,0.00029424144810506666,-3.1299126204065136e-05
0.2,2400.0,-1.3871187634966787e-05,-3.772686302523971e-07,-5.230962114098257e-05,-0.00020659780019369642,-0.00033333961171758955,-5.490976818992194e-05
0.2,2500.0,-2.5078894230906204e-05,-5.490683617871836e-06,-7.344996260013756e-05,-0.0002999097541606683,-0.0008953008033469376,-8.543798161885833e-05
0.2,2600.0,-3.8650025884103276e-05,-1.2105877299311073e-05,-0.00010137680086716489,-0.0004178349073371466,-0.0012521114199058041,-0.0001229238474504148
0.2,2700.0,-5.4509548962674935e-05,-2.0204546480168153e-05,-0.00013654095417705203,-0.000560821831654977,-0.0012708998685117226,-0.00016726608884388066
0.2,2800.0,-7.25526869118124e-05,-2.9743009953851128e-05,-0.00017922286112683362,-0.0007288335432319432,-0.0008309686069903997,-0.00021825568169113894
0.2,2900.0,-9.26542783653024e-05,-4.065909991361223e-05,-0.00022955466350495284,-0.0009214438090800928,0.0001730664459105902,-0.00027560455244919917
0.2,3000.0,-0.00011467628217070043,-5.287782826561965e-05,-0.00028754309489365036,-0.0011379234242123934,0.0018298843816491586,-0.0003389693838192293
0.3,250.0,4.655379000681943e-07,-2.8191218582953195e-08,-1.1918435715222868e-07,1.0263082498444507e-08,-1.1220884497286665,6.124980386697822e-07
0.3,260.0,-6.761545743755429e-07,2.843103697134553e-07,1.095021418609426e-06,1.7850543959584797e-06,-0.09950940040488887,-2.0329631889147873e-06
0.3,270.0,4.755544185870444e-07,-9.226186960983073e-07,-3.489693390719958e-06,-5.236186774359074e-06,0.011483768361425981,1.22748289312782e-06
0.3,280.0,-1.8991514686832232e-07,1.510463587702806e-06,3.759927960755737e-06,7.347512768741385e-06,0.00033438660630166403,2.1155016531042696e-07
0.3,290.0,-4.782854043769376e-07,4.145388129549218e-06,1.368779820765695e-06,8.398151289494768e-07,-0.005510415408674062,-1.7438513152057253e-07
0.3,300.0,2.9510780614538995e-09,4.893687699217291e-06,-2.6975884588388926e-06,-6.333138008989355e-06,-0.0031425171826424117,1.0464040807114618e-06
0.3,310.0,6.400894017745941e-07,3.866273875752597e-06,-2.8346071632954897e-06,-4.6806975642613656e-06,-9.024130089407469e-05,2.210210165683922e-06
0.3,320.0,9.751035296234103e-07,2.0652600850032817e-06,-1.9220519358509863e-07,1.5008456925429945e-06,0.0010885396001878993,2.1507608558960446e-06
0.3,330.0,9.657951730336182e-07,3.975935203547214e-07,2.266156443117746e-06,5.8417423717533545e-06,0.000820232063231601,9.591265737002724e-07
0.3,340.0,8.022170630546118e-07,-6.685651320111656e-07,2.90510559655448e-06,5.804318491262148e-06,9.80327352345676e-05,-5.93428504380793e-07
0.3,350.0,6.90132763662168e-07,-1.0634932612860969e-06,1.7864551680311394e-06,2.477255696542804e-06,-0.0004457398568749896,-1.7492160295379275e-06
0.3,360.0,7.411580627916295e-07,-9.485817503989631e-07,-1.4346965139247502e-07,-1.6618032143252712e-06,-0.0006190211372607293,-2.1162588265264584e-06
0.3,370.0,9.603869071791314e-07,-5.60189265597888e-07,-1.8810024543535116e-06,-4.5450254520178615e-06,-0.0004905951033173477,-1.6967702330513958e-06
0.3,380.0,1.282874119762346e-06,-1.1040994559133298e-07,-2.8053756725102003e-06,-5.250345063185382e-06,-0.00021553020208996796,-7.501107149503472e-07
0.3,390.0,1.6193459993262585e-06,2.566600362352628e-07,-2.7607179282551648e-06,-3.934292227083366e-06,6.67840914830616e-05,3.7508493369464234e-07
0.3,400.0,1.8907928490635552e-06,4.706552312361798e-07,-1.9380851132585947e-06,-1.4027721776900018e-06,0.0002706531709386064,1.3684685208980892e-06
0.3,410.0,2.0465207413044744e-06,5.207724219688475e-07,-6.985143268767979e-07,1.3527135505029425e-06,0.00036452470718008865,2.0254072808976345e-06
0.3,420.0,2.068136031112042e-06,4.3491007731058224e-07,5.800353766423414e-07,3.4915351887926205e-06,0.000355684718751289,2.262700471629298e-06
0.3,430.0,1.9645956075170044e-06,2.598562748144288e-07,1.6001742717789553e-06,4.49451241889503e-06,0.0002723225151164576,2.1009008676614844e-06
0.3,440.0,1.7632168280631749e-06,4.6028792673484097e-08,2.1869093029070383e-06,4.195845250022922e-06,0.00014905399508747716,1.6311011447530678e-06
0.3,450.0,1.5001776252671657e-06,-1.6241384619307704e-07,2.2878965869111612e-06,2.726082561259531e-06,1.7481497656192444e-05,9.793497226406128e-07
0.3,460.0,1.2125498193719343e-06,-3.326895148000327e-07,1.949205359260791e-06,4.1377653041479357e-07,-9.852540907330348e-05,2.7640837803007016e-07
0.3,470.0,9.327008009149336e-07,-4.449000825655737e-07,1.2811344784559274e-06,-2.318905182468992e-06,-0.00018424865489475892,-3.6377641139294536e-07
0.3,480.0,6.851213253974978e-07,-4.911634080895492e-07,4.2411868590685995e-07,-5.0452774113543665e-06,-0.00023337313870050135,-8.565360541273428e-07
0.3,490.0,4.852914035848161e-07,-4.734206595797638e-07,-4.795473877055575e-07,-7.398351511691923e-06,-0.00024618743968777266,-1.1511669355274255e-06
0.3,500.0,3.4004691227000557e-07,-4.007161689664688e-07,-1.3058306227479085e-06,-9.108744023411872e-06,-0.00022758465313267156,-1.2298345483852543e-06
0.3,510.0,2.488889519143893e-07,-2.864810231501232e-07,-1.960832207665906e-06,-1.0019431339400927e-05,-0.00018503998266501714,-1.1027496503338067e-06
0.3,520.0,2.057607876709854e-07,-1.461408700980327e-07,-2.385573776039841e-06,-1.0082881112136873e-05,-0.00012701517250438053,-8.014102921424781e-07
0.3,530.0,2.0094572128517143e-07,4.800880313594733e-09,-2.555409443849047e-06,-9.346356643243987e-06,-6.178849169456711e-05,-3.7128935582453123e-07
0.3,540.0,2.228308234622138e-07,1.521624177501039e-07,-2.4758254104824494e-06,-7.930654520534997e-06,3.3535822977422834e-06,1.3507338119847167e-07
0.3,550.0,2.5940434824756947e-07,2.839969209806445e-07,-2.1762059662569185e-06,-6.006511167163461e-06,6.255381197611743e-05,6.639980050684741e-07
0.3,560.0,2.994133357765544e-07,3.910857752327869e-07,-1.7028226067684447e-06,-3.7717363627022757e-06,0.0001115187877981528,1.1653292160185532e-06
0.3,570.0,3.3318127501115086e-07,4.6709705774016763e-07,-1.111938793298931e-06,-1.4309876579476528e-06,0.0001475517185483151,1.5957678470099408e-06
0.3,580.0,3.531004304000861e-07,5.084963294558344e-07,-4.636493558035561e-07,8.206569231966882e-07,0.0001693513792034387,1.920961138268709e-06
0.3,590.0,3.538583893362652e-07,5.142827557501511e-07,1.8323878215838616e-07,2.810047949534566e-06,0.00017680901454249123,2.116498251740499e-06
