Pressure (atm),Temperature (K),B0_SymmetryFactor_1_W4->P2,B0_SymmetryFactor_1_P1->P2,B0_SymmetryFactor_1_W4->P1,B0_Energy_1_W4->P2,B0_Energy_1_P1->P2,B0_Energy_1_W4->P1,B0_Frequencies_1_W4->P2,B0_Frequencies_1_P1->P2,B0_Frequencies_1_W4->P1
2.0,1600.0,0.001732281697044556,-0.01387217103948698,-0.024885078527430094,0.002623111192296338,-0.005819942837260724,-0.03774396221905787,0.00030954005302731336,-0.013441724574596362,-0.004379923982907284
2.0,1700.0,0.001983094543568262,-0.013553634613631314,-0.024291077196301428,0.0029347545186068818,-0.005221833002621478,-0.035445254134722395,0.00039243152880792784,-0.014144712357028424,-0.004760758508711069
2.0,1800.0,0.0022413503580481693,-0.013273575744757491,-0.023747740276061254,0.0032198312148190023,-0.004704921302812819,-0.03335040358790999,0.00048614638428347875,-0.014790400541754612,-0.0051366687229703785
2.0,1900.0,0.0025064611545163517,-0.013026296180259902,-0.02324911111299564,0.0034749728352774342,-0.0042684664992427915,-0.03146210883573571,0.0005919774145887574,-0.015383918943926883,-0.005506999993116435
2.0,2000.0,0.0027780400961886086,-0.012806998491470328,-0.02278946679868109,0.0037020697807015387,-0.003909088390742373,-0.029776942308833033,0.0007112118058055852,-0.015930213016026016,-0.005871246735081486
2.0,2100.0,0.0030557791468810093,-0.012611582273835692,-0.022363232533775475,0.003906629197333331,-0.003619682282937496,-0.028283253203003997,0.0008449626975681061,-0.016433950582992816,-0.006229043609640342
2.0,2200.0,0.0033393752813793602,-0.012436512128821678,-0.021965023625596745,0.004096273330957247,-0.003389780935009194,-0.026961754992103723,0.0009940750752206746,-0.01689946471566357,-0.006580146599728836
2.0,2300.0,0.0036284923154260833,-0.012278727822140708,-0.02158973284339467,0.004279543136130756,-0.0032065194419004816,-0.025787364825797,0.0011590885109423784,-0.017330725395542337,-0.0069244111608619905
2.0,2400.0,0.003922746383774012,-0.012135578723435656,-0.0212326173993743,0.004465031417287594,-0.003055721963611583,-0.02473139008075032,0.0013402385747338882,-0.01773133276736752,-0.007261771320966671
2.0,2500.0,0.004221705766104891,-0.012004772282412715,-0.020889364786330175,0.004660806549031954,-0.002922872864004503,-0.023763570183176156,0.0015374818006526447,-0.01810452557564396,-0.007592221461651516
2.0,2600.0,0.0045248985036378244,-0.011884330950503818,-0.020556131453501533,0.0048740669834258146,-0.002793880362026594,-0.022853754636195864,0.0017505330132730145,-0.018453199528726687,-0.007915801285501891
2.0,2700.0,0.004831823498220919,-0.011772554631332956,-0.020229555908062195,0.005110966636434547,-0.0026556192849320694,-0.021973158536927977,0.0019789073683736183,-0.018779931536477175,-0.008232583847441343
2.0,2800.0,0.0051419624435138705,-0.011667987200432663,-0.019906751048158592,0.005376559708934788,-0.0024962766764243137,-0.02109522060314978,0.002221962255545575,-0.019087006851600072,-0.008542666257438766
2.0,2900.0,0.005454791080502677,-0.011569386379375449,-0.019585281319760058,0.005674824298253663,-0.0023055377008079692,-0.020196125265553512,0.0024789362378338973,-0.019376447040963085,-0.008846162585559793
2.0,3000.0,0.005769789017148911,-0.011475696603137815,-0.019263129873061682,0.006008734420816772,-0.0020746507277358034,-0.019255060252772613,0.002748983589995569,-0.019650037409267216,-0.009143198518140222
4.0,250.0,1.5136274480950137e-07,-0.03720506305243545,-0.05213158750026225,3.0879213967079436e-06,-0.1025549090759224,-0.18765429531544514,2.3513542162791882e-07,-6.35088645719687e-05,5.103621374751187e-06
4.0,260.0,-1.2939509340198362e-06,-0.03638295721740005,-0.051324872712223635,-2.6334865219919747e-05,-0.09695705973234355,-0.18056321236384865,-2.18021431073604e-06,-6.897914009637232e-05,-3.0935415728507596e-05
4.0,270.0,-1.5968639774376506e-05,-0.03582548244231577,-0.05110091851039405,5.7163350803791114e-05,-0.09492354558533535,-0.18429921516603476,-1.2705144909178996e-05,-0.00017053733797229412,8.581208022721325e-06
4.0,280.0,-4.8720751508546446e-06,-0.035203447880811374,-0.050784362525415065,-6.81727774516787e-05,-0.0921669173057513,-0.1853520638340624,-9.045505760428911e-06,-0.00016216317667614404,-2.9482191090045016e-05
4.0,290.0,1.5456056142816475e-06,-0.034456523661115235,-0.04986984028993921,-3.866403718634409e-05,-0.08646200463391024,-0.17441456800026317,2.1006658568112217e-07,-0.0001749868673289053,-5.5637841034747694e-05
4.0,300.0,6.828368791523883e-07,-0.03372853680134856,-0.048856658301440925,3.6654437687928075e-05,-0.08055878899509102,-0.16156714266000505,4.585316625242389e-06,-0.00022859683387150423,-6.327443802068654e-05
4.0,310.0,-1.2332303695162247e-06,-0.033100825126398066,-0.048124022447136504,5.589301658240292e-05,-0.07632400792258907,-0.1542966944676994,3.1342014556010888e-06,-0.00029681612474218087,-6.582090601071559e-05
4.0,320.0,-7.725359530859967e-07,-0.03256790614623135,-0.0477083677286833,2.1843266094090197e-05,-0.07381182082794116,-0.1532459464329945,-4.939290062764844e-07,-0.0003596396429830683,-6.898427378756338e-05
4.0,330.0,1.8394446164870424e-06,-0.03208870969208387,-0.04746754163593647,-2.2115938075649082e-05,-0.07222224259708944,-0.15551253926021893,-3.0861518256254316e-06,-0.000412383030320663,-7.215099971245718e-05
4.0,340.0,4.920622830898576e-06,-0.031625674011394184,-0.04724518164126354,-4.4289064789168634e-05,-0.07075183302908528,-0.15792436419748382,-3.4771413375366903e-06,-0.0004592740170819013,-7.388434634936774e-05
4.0,350.0,7.028825548563814e-06,-0.031158603656806536,-0.04694465020310434,-3.7689535212454384e-05,-0.06893816862032663,-0.15851650433580255,-2.093277431236506e-06,-0.0005065236750518827,-7.426375676235203e-05
4.0,360.0,7.570168397493245e-06,-0.03068323142829966,-0.046536214756995826,-1.2035178671714697e-05,-0.06666341271238899,-0.1566786353429984,7.283456573296013e-09,-0.0005587071863081924,-7.468433177250086e-05
4.0,370.0,6.71042260315254e-06,-0.03020468229156135,-0.04603590255264177,1.802586852274798e-05,-0.06402828741370777,-0.15273385848925355,1.8487417946456737e-06,-0.0006178889492011075,-7.68694540368984e-05
4.0,380.0,5.036951686717635e-06,-0.02973134267334429,-0.04548059893699447,4.083690864385351e-05,-0.06122092487437072,-0.14743817364811215,2.856332821491352e-06,-0.0006841260299733987,-8.209289236447397e-05
4.0,390.0,3.2355695711774808e-06,-0.02927094308293275,-0.04490964385570984,5.073167565696982e-05,-0.05842708003119276,-0.14160704121791126,2.883102038459245e-06,-0.000756351290637023,-9.086840701447723e-05
4.0,400.0,1.8811256579121557e-06,-0.028828790911005507,-0.04435472088395306,4.76459319949341e-05,-0.055785487439495435,-0.1359070884563158,2.0923300736735585e-06,-0.0008331379456771053,-0.00010300625209727464
4.0,410.0,1.3462780871498538e-06,-0.028407468009784446,-0.04383628736508255,3.519754985273694e-05,-0.053376103542606565,-0.1307795413272185,8.054224141021555e-07,-0.0009131890472271152,-0.00011785062746924073
4.0,420.0,1.795567710018605e-06,-0.028007295554734902,-0.04336402317293121,1.855258354969535e-05,-0.05122692656218472,-0.12644567748502936,-6.258160306719735e-07,-0.0009955673422109969,-0.00013454913758662542
4.0,430.0,3.2265919371649737e-06,-0.02762706486496826,-0.04293918344464508,2.751810288787819e-06,-0.04932838952206217,-0.12295207564177607,-1.9020701926523901e-06,-0.001079741407548481,-0.00015227098997261143
4.0,440.0,5.528184500566707e-06,-0.027264744770069873,-0.042557451114472726,-8.299592822066306e-06,-0.0476485528119502,-0.12022726815254124,-2.8161132023105573e-06,-0.0011655275198882036,-0.00017034482380873212
4.0,450.0,8.53660443497484e-06,-0.026918035869539492,-0.042211519314130405,-1.2240605047963108e-05,-0.046145748440192313,-0.11813395517636963,-3.2599680105537977e-06,-0.0012529883419560663,-0.0001883200021182766
4.0,460.0,1.2080230046140692e-05,-0.026584740915544396,-0.0418930812446227,-8.22902122521667e-06,-0.044777575742118096,-0.11650990706933048,-3.212166552550286e-06,-0.0013423273613284046,-0.00020597005424523223
4.0,470.0,1.6009822999493132e-05,-0.02626297141205464,-0.041594173762740404,3.3376261435159927e-06,-0.04350639066650354,-0.11519614254183544,-2.7156698729127327e-06,-0.0014337996157295578,-0.00022326009559649944
4.0,480.0,2.0215263590383958e-05,-0.025951230008946037,-0.04130795651119076,2.1207030926641916e-05,-0.04230197857381638,-0.11405378768761405,-1.8538821102030912e-06,-0.0015276464931526035,-0.00024029713478033223
4.0,490.0,2.4631456374619575e-05,-0.025648410133488977,-0.041029058839934754,4.366078478649128e-05,-0.04114223449255807,-0.11297212485019383,-7.291971308245108e-07,-0.001624054758586758,-0.0002572770422676221
4.0,500.0,2.9236595154766997e-05,-0.025353747938651933,-0.04075362947020798,6.884724933454193e-05,-0.04001259795005874,-0.11187046818758926,5.538197942029581e-07,-0.0017231361118114914,-0.0002744367742401389
4.0,510.0,3.404573893000828e-05,-0.02506675267473857,-0.040479204045984735,9.503220205989688e-05,-0.03890482963114755,-0.11069615735730788,1.9000976701252703e-06,-0.001824922200519435,-0.0002920162040981343
4.0,520.0,3.910208609237521e-05,-0.02478713294110372,-0.04020447853489779,0.00012076321126339509,-0.03781554535544509,-0.10942044788500786,3.2309916528031544e-06,-0.0019293700543484855,-0.00031023088605314664
4.0,530.0,4.446768897520307e-05,-0.024514729190265896,-0.039929049932296845,0.00014495684914354436,-0.03674477301261231,-0.10803356227924762,4.48735413851252e-06,-0.0020363736438265222,-0.0003292551701540541
4.0,540.0,5.0214755873343453e-05,-0.024249457641749166,-0.03965316345981786,0.00016692409597318102,-0.03569468189980225,-0.10653972607377668,5.629752012643948e-06,-0.0021457782492108704,-0.00034921406731866923
4.0,550.0,5.6418201625800204e-05,-0.023991267251978313,-0.03937748845427681,0.00018635090335486772,-0.03466855146361462,-0.10495267190276533,6.636782063503964e-06,-0.0022573952936814534,-0.0003701818694696542
4.0,560.0,6.314974356717092e-05,-0.023740109242197435,-0.03910293311355505,0.0002032497393601045,-0.03366999267193045,-0.10329184948128156,7.5022873093648295e-06,-0.0023710161295830354,-0.00039218553265291497
4.0,570.0,7.047358803672579e-05,-0.023495917540468668,-0.0388305003583541,0.00021789540285614307,-0.032702403495389436,-0.10157941507638091,8.232095135701853e-06,-0.00248642392295807,-0.00041521105809571435
4.0,580.0,7.84435939738564e-05,-0.023258598025914276,-0.038561182315951986,0.0002307553818104958,-0.03176862392491696,-0.09983797256247352,8.840720934978626e-06,-0.00260340326240048,-0.0004392114321418586
4.0,590.0,8.710171228572144e-05,-0.023028024419943297,-0.0382958884260266,0.0002424220944019016,-0.030870750312189773,-0.09808898219645723,9.348326752797443e-06,-0.0027217474459241744,-0.0004641150332924947
4.0,600.0,9.647746303875841e-05,-0.022804038864252533,-0.03803540118357045,0.0002535517847371868,-0.030010069560107818,-0.09635172846044938,9.778101003493912e-06,-0.002841263605649021,-0.0004898337362672627
4.0,610.0,0.00010658820906683687,-0.02258645553492688,-0.03778035349343982,0.00026481276746142895,-0.029187077926277536,-0.09464273348612788,1.01541326863165e-05,-0.0029617759434334926,-0.0005162702171989422
4.0,620.0,0.00011744000276844833,-0.02237506598166833,-0.03753122211958678,0.0002768441388504703,-0.028401554992860793,-0.09297550958131696,1.0499788835355935e-05,-0.0030831274003190606,-0.0005433241825639587
4.0,630.0,0.00012902881137324604,-0.022169645207908727,-0.03728833248110363,0.00029022495223204853,-0.027652669474665197,-0.0913605574652673,1.0836561834142722e-05,-0.003205180087587081,-0.0005708974087053439
4.0,640.0,0.0001413419596885786,-0.021969957792617276,-0.037051870904380085,0.00030545311745204203,-0.026939099276077207,-0.08980553236408458,1.118332913851594e-05,-0.003327814786506642,-0.0005988975956584302
4.0,650.0,0.00015435966252051785,-0.021775763591379095,-0.03682190127117456,0.0003229328502535284,-0.026259153205531818,-0.08831551565882878,1.1555956699772052e-05,-0.0034509297877074107,-0.0006272411155256912
4.0,660.0,0.0001680565505792239,-0.02158682273967443,-0.03659838375200743,0.00034296928981944946,-0.0256108858828077,-0.08689334415331754,1.1967175342810559e-05,-0.0035744392991164547,-0.0006558547816018445
4.0,670.0,0.0001824031204184916,-0.021402899821361676,-0.036381193951795336,0.00036576885807175074,-0.024992200630947155,-0.08553996145913724,1.2426663027135678e-05,-0.0036982716081178594,-0.0006846767863640957
4.0,680.0,0.00019736706221309662,-0.021223767165235732,-0.03617014131806145,0.0003914439964990389,-0.024400937612659372,-0.08425476636299929,1.2941273117837339e-05,-0.0038223671432805403,-0.0007136569621628501
4.0,690.0,0.00021291443757673833,-0.02104920730064819,-0.03596498607474136,0.0004200210453659924,-0.023834946261946294,-0.0830359413659879,1.3515357580888251e-05,-0.003946676544796454,-0.0007427565126919719
4.0,700.0,0.00022901069405614985,-0.0208790146455839,-0.035765454260677516,0.0004514501936574592,-0.023292142298907127,-0.08188075102816136,1.4151143300498758e-05,-0.004071158821892926,-0.0007719473504245105
4.0,800.0,0.00041338145743069054,-0.019381245405426906,-0.03401477857947796,0.0008793003049921081,-0.01878143210127445,-0.07298883124855045,2.3607765021330453e-05,-0.005319588011954104,-0.0010681886217193764
4.0,900.0,0.0006267061094827177,-0.0181786138737033,-0.03255297660613193,0.0013486312839815972,-0.0153416715053579,-0.06668233882031946,3.762174155184218e-05,-0.006558898788166918,-0.0013816535275754582
4.0,1000.0,0.0008621996056719912,-0.017202703003067265,-0.03127112919432078,0.001741214145422712,-0.012707106693657549,-0.06142215892607261,5.754021777437886e-05,-0.007763085771229753,-0.0017213297071687192
4.0,1100.0,0.0011191131696122842,-0.016402967818580146,-0.03013435816267481,0.0020825339518297445,-0.010756335322986085,-0.05687088045369957,8.636338768775931e-05,-0.00890710216265175,-0.0020819710991283403
4.0,1200.0,0.0013959001393082722,-0.015737251113849552,-0.029122529160078816,0.0024302881645242667,-0.009311904278495969,-0.05291533861915736,0.00012594230581107832,-0.009974932697755477,-0.00245303211412844
4.0,1300.0,0.0016894360118206411,-0.015173164585833237,-0.028216580463830902,0.002814526033273381,-0.008196533238364685,-0.04942952646758831,0.00017679455646839564,-0.01096048946880292,-0.0028262118622923763
4.0,1400.0,0.0019960796961730567,-0.014687866255419041,-0.027399306531422262,0.0032332335421215684,-0.00728270641156979,-0.04629515093017948,0.00023898024188616273,-0.011864772195119236,-0.0031972058930472996
4.0,1500.0,0.0023125657054121006,-0.014265894051365588,-0.026656733174987346,0.003666921152579293,-0.006498303063847715,-0.043431909296129216,0.0003127663201220333,-0.012692724607897334,-0.003564693218067198
4.0,1600.0,0.002636374108239681,-0.013896675971326955,-0.025978036458162383,0.004092544772292729,-0.005811043698796051,-0.04079883020047089,0.0003988363609536408,-0.01345096428074013,-0.003928861243493155
4.0,1700.0,0.002965740906433618,-0.013572570674510781,-0.025354749900428245,0.004491599001701046,-0.005210386256629045,-0.03838089235625137,0.0004982041058234929,-0.0141464359633865,-0.004290322678938929
4.0,1800.0,0.0032995084163346907,-0.013287592098287842,-0.02477993971358328,0.004853132704741563,-0.004694161499817719,-0.03617442797850869,0.0006120175624180482,-0.014785725419228572,-0.0046495298773007844
4.0,1900.0,0.003636940819773668,-0.01303668143546781,-0.024247610181520357,0.0051736964725714474,-0.004260834097791655,-0.03417680445848608,0.000741367633484321,-0.015374772873920833,-0.00500655268233759
4.0,2000.0,0.003977562785711959,-0.012815338114106711,-0.023752357306462753,0.005455878755185396,-0.0039060234107980677,-0.032380977868599,0.000887148585449891,-0.015918802466256574,-0.005361064858951485
4.0,2100.0,0.004321039086510684,-0.0126194573098489,-0.02328920393446991,0.0057064531331619366,-0.0036216394652137584,-0.030773694086425534,0.0010499783489546122,-0.016422355939344897,-0.0057124262611876345
4.0,2200.0,0.004667094168692141,-0.01244527263580913,-0.022853542384409762,0.005934656412352246,-0.0033963642233742807,-0.029335873772613767,0.0012301691166054015,-0.016889368482141724,-0.006059793418895186
4.0,2300.0,0.005015463737255124,-0.012289344318428564,-0.022441129089732136,0.0061508034628055975,-0.003216665721404158,-0.028044038492315643,0.0014277337347037209,-0.017323254879158527,-0.0064022242522223825
4.0,2400.0,0.005365869334732129,-0.01214856119908526,-0.02204809682069849,0.006365276262178334,-0.0030678912806223627,-0.02687204284694985,0.0016424142760023764,-0.017726991181377418,-0.006738762816219768
4.0,2500.0,0.005718008142465914,-0.012020141783481285,-0.02167096623073688,0.0065878472986774786,-0.0029352219896139394,-0.025792706332453067,0.001873722128103162,-0.018103186148769043,-0.007068500902010253
4.0,2600.0,0.006071552093193987,-0.011901628870162237,-0.021306648917868678,0.006827270755116229,-0.0028044093327394435,-0.024779160016598162,0.002120982110456963,-0.01845414119500022,-0.007390618491954775
4.0,2700.0,0.006426152136572573,-0.011790876956902039,-0.020952440136761643,0.007091073234084166,-0.002662288204643624,-0.02380585512585635,0.00238337582136084,-0.01878189958066392,-0.007704407004872556
4.0,2800.0,0.006781444904336393,-0.011686033654809745,-0.02060600224861821,0.007385484750005633,-0.002497094245805906,-0.022849250556004497,0.002659981437224489,-0.01908828634886186,-0.008009279557530108
4.0,2900.0,0.0071370600561209635,-0.011585516976314774,-0.020265341158606755,0.007715462808375535,-0.0022986249302393443,-0.02188822750519298,0.002949808591929258,-0.01937494063221108,-0.008304772018508287
4.0,3000.0,0.007492627305282505,-0.011487990330675895,-0.019928778188349976,0.008084774104049454,-0.0020582839781963227,-0.020904288499583455,0.003251827880484083,-0.019643341827233353,-0.00859053792811306
