pressure[atm]        = 100
temperature[K]       = 200
energy step[1/cm]    = 14
maximum energy[1/cm] = 7362

Bimolecular-to-bimolecular product energy distributions:
  E, kcal/mol       P1->P2
      19.4877   2.7181e-18   5.9514e-14
      19.4476  1.52264e-18  3.31877e-14
      19.4076 -2.54446e-18 -5.52071e-14
      19.3676  1.12268e-19  2.42479e-15
      19.3276  1.10047e-18  2.36594e-14
      19.2875   4.5213e-19  9.67599e-15
      19.2475  7.81498e-19   1.6648e-14
      19.2075  1.44356e-18    3.061e-14
      19.1675 -3.75311e-18 -7.92154e-14
      19.1274 -2.15036e-18 -4.51766e-14
      19.0874 -2.85744e-18 -5.97531e-14
      19.0474  9.16974e-19   1.9086e-14
      19.0073  4.33022e-18  8.97089e-14
      18.9673 -4.84016e-19 -9.98041e-15
      18.9273  2.66946e-18   5.4786e-14
      18.8873   3.2527e-19  6.64421e-15
      18.8472  7.55871e-19  1.53672e-14
      18.8072 -3.50254e-18 -7.08717e-14
      18.7672  -2.0899e-19 -4.20874e-15
      18.7272  1.84967e-18  3.70727e-14
      18.6871 -2.02003e-18 -4.02944e-14
      18.6471  2.66986e-21  5.30026e-17
      18.6071  3.46555e-18  6.84696e-14
       18.567  1.02171e-21  2.00893e-17
       18.527 -5.21075e-18 -1.01963e-13
       18.487   9.9755e-18  1.94258e-13
       18.447 -3.70118e-19 -7.17267e-15
      18.4069 -4.44482e-18 -8.57204e-14
      18.3669  1.13557e-17  2.17937e-13
      18.3269  1.59581e-18  3.04773e-14
      18.2868 -8.25466e-18 -1.56879e-13
      18.2468  -4.7502e-18  -8.9835e-14
      18.2068  5.03688e-18  9.47884e-14
      18.1668  4.32299e-18  8.09529e-14
      18.1267 -9.84106e-18 -1.83374e-13
      18.0867  7.55369e-18  1.40055e-13
      18.0467  5.83576e-18  1.07665e-13
      18.0067 -3.95631e-18 -7.26264e-14
      17.9666  1.04622e-17  1.91095e-13
      17.9266  6.13409e-19   1.1148e-14
      17.8866  5.29784e-18  9.57975e-14
      17.8465  1.38671e-17  2.49486e-13
      17.8065  5.11726e-19  9.15997e-15
      17.7665 -1.28055e-17 -2.28057e-13
      17.7265  1.41767e-17  2.51191e-13
      17.6864  2.29536e-18   4.0463e-14
      17.6464  5.08628e-18  8.92024e-14
      17.6064  3.94163e-19  6.87722e-15
      17.5664  1.84558e-17   3.2035e-13
      17.5263  1.53366e-17  2.64831e-13
